"Account.Length","VMail.Message","Day.Mins","Eve.Mins","Night.Mins","Intl.Mins","CustServ.Calls","Int.l.Plan","VMail.Plan","Day.Calls","Day.Charge","Eve.Calls","Eve.Charge","Night.Calls","Night.Charge","Intl.Calls","Intl.Charge","Area.Code","Churn","rpart","ada","rf","ksvm","glm","nnet","kmeans"
62,0,147.1,190.4,195.2,12.2,0,0,0,91,25.01,107,16.18,115,8.78,3,3.29,415,0,"0","0","0","0","0","0","6"
130,0,155.9,256.1,262.9,11.7,3,0,0,95,26.5,97,21.77,103,11.83,3,3.16,415,0,"0","0","0","0","0","0","6"
116,0,197.9,168.1,239.8,12,1,0,0,84,33.64,113,14.29,145,10.79,6,3.24,408,0,"0","0","0","0","0","0","6"
126,0,321.3,167.9,193.6,8,1,0,0,99,54.62,93,14.27,106,8.71,4,2.16,408,1,"1","1","1","0","0","0","6"
107,0,134,174.5,311.1,7.3,3,0,0,104,22.78,94,14.83,79,14,3,1.97,408,0,"0","0","0","0","0","0","3"
70,0,222.8,215.9,223.5,0,1,0,0,114,37.88,113,18.35,122,10.06,0,0,415,0,"0","0","0","0","0","0","6"
99,0,174.1,99.1,211.6,7.7,2,0,0,102,29.6,118,8.42,126,9.52,2,2.08,415,0,"0","0","0","0","0","0","3"
120,0,137.3,212.2,152.7,10.5,1,0,0,100,23.34,129,18.04,92,6.87,2,2.84,415,0,"0","0","0","0","0","0","6"
61,15,252.4,187.8,259.6,10,2,0,1,106,42.91,69,15.96,137,11.68,3,2.7,415,0,"0","0","0","0","0","0","3"
80,38,236.6,197.5,209.5,9.5,2,0,1,69,40.22,68,16.79,102,9.43,10,2.57,415,0,"0","0","0","0","0","0","3"
73,0,234.7,195.7,253.4,8.4,2,0,0,102,39.9,110,16.63,71,11.4,8,2.27,510,0,"0","0","0","0","0","0","6"
163,0,178.7,215.7,152.7,10.6,4,0,0,56,30.38,79,18.33,84,6.87,2,2.86,510,0,"0","0","0","0","0","0","6"
54,0,273.8,119.6,267.6,11.7,1,0,0,113,46.55,156,10.17,117,12.04,3,3.16,415,0,"0","0","0","0","0","0","3"
64,0,224.8,190,221.4,9.2,1,0,0,111,38.22,101,16.15,110,9.96,2,2.48,415,0,"0","0","0","1","0","0","6"
96,37,172.7,120.1,216.1,10.3,5,0,1,93,29.36,116,10.21,86,9.72,5,2.78,415,1,"1","1","0","1","0","0","3"
83,0,221.4,231.8,122.5,9.8,3,0,0,103,37.64,103,19.7,100,5.51,5,2.65,415,0,"0","0","0","0","0","0","6"
119,0,109.2,153.1,240,9.8,2,0,0,96,18.56,80,13.01,102,10.8,5,2.65,415,0,"0","0","0","0","0","0","3"
149,28,180.7,187.8,265.5,12.6,3,0,1,92,30.72,64,15.96,53,11.95,3,3.4,408,0,"0","0","0","0","0","0","3"
101,28,220.3,285.8,203,9.4,4,0,1,96,37.45,72,24.29,111,9.14,6,2.54,415,0,"0","0","0","0","0","0","3"
73,31,194.4,176,230.1,11.5,0,0,1,104,33.05,84,14.96,110,10.35,3,3.11,415,0,"0","0","0","0","0","0","3"
68,0,157.3,220.9,218.9,12,1,0,0,83,26.74,85,18.78,129,9.85,7,3.24,510,0,"0","0","0","0","0","0","6"
129,0,150,232.4,261.2,12.5,1,0,0,98,25.5,101,19.75,123,11.75,6,3.38,415,0,"0","0","0","0","0","0","6"
131,39,69.1,101.3,104.8,9.1,0,0,1,122,11.75,136,8.61,94,4.72,4,2.46,415,0,"0","0","0","1","0","0","3"
16,0,144.8,164.9,231.5,8.2,2,0,0,84,24.62,141,14.02,75,10.42,4,2.21,510,0,"0","0","0","0","0","0","3"
150,35,139.6,332.8,213.8,8.8,2,0,1,72,23.73,170,28.29,105,9.62,2,2.38,415,0,"0","0","0","0","0","0","3"
130,0,176.3,201,161.9,11.3,1,0,0,140,29.97,104,17.09,123,7.29,5,3.05,408,0,"0","0","0","0","0","0","6"
83,26,226.4,234.7,133.6,10.8,1,0,1,117,38.49,97,19.95,82,6.01,7,2.92,510,0,"0","0","0","0","0","0","3"
86,0,83.8,240.2,158.6,6.7,1,0,0,121,14.25,96,20.42,108,7.14,8,1.81,408,0,"0","0","0","0","0","0","6"
150,27,209.8,155,251.5,7.2,0,0,1,112,35.67,80,13.18,111,11.32,6,1.94,408,0,"0","0","0","0","0","0","3"
162,0,184.5,224,180.5,11.6,1,0,0,118,31.37,95,19.04,82,8.12,3,3.13,408,0,"0","0","0","0","0","0","6"
137,0,110.5,223.2,169.5,10.5,3,0,0,79,18.79,111,18.97,64,7.63,3,2.84,510,0,"0","0","0","0","0","0","6"
128,40,171.2,145.7,196.8,14,1,0,1,88,29.1,109,12.38,93,8.86,6,3.78,415,0,"0","0","0","0","0","0","3"
132,0,193.3,128.3,162.1,11.6,5,0,0,106,32.86,94,10.91,119,7.29,4,3.13,415,1,"1","0","0","0","0","0","6"
184,0,236.4,287.3,192,13.8,1,0,0,73,40.19,120,24.42,94,8.64,4,3.73,415,1,"1","1","1","0","0","0","6"
106,0,191.4,200.7,230.1,8.2,1,0,0,124,32.54,116,17.06,76,10.35,3,2.21,415,0,"0","0","0","0","0","0","6"
110,0,222.7,105.8,214.8,13.5,1,0,0,94,37.86,98,8.99,78,9.67,4,3.65,408,0,"0","0","0","0","0","0","3"
119,16,147.2,160.1,184,7.7,0,1,1,103,25.02,96,13.61,120,8.28,2,2.08,408,1,"1","1","0","1","0","0","3"
47,37,163.5,203.1,232,7.8,2,0,1,77,27.8,102,17.26,87,10.44,4,2.11,415,0,"0","0","0","0","0","0","3"
13,0,146.4,148.5,216.7,11.3,1,0,0,74,24.89,92,12.62,96,9.75,3,3.05,415,0,"0","0","0","0","0","0","3"
131,0,211.8,260.5,144.2,10.8,0,0,0,115,36.01,102,22.14,96,6.49,7,2.92,415,0,"0","0","0","0","0","0","6"
38,0,137.8,286.3,167,14.1,2,0,0,86,23.43,76,24.34,77,7.52,3,3.81,415,0,"0","0","0","0","0","0","6"
132,0,197.8,133.9,177.3,10.9,4,0,0,66,33.63,119,11.38,94,7.98,3,2.94,415,1,"1","0","0","0","0","0","6"
73,28,198.2,139.1,199.1,8.8,2,0,1,107,33.69,123,11.82,139,8.96,1,2.38,510,0,"0","0","0","0","0","0","3"
98,21,64.6,176.1,244.8,0,2,0,1,98,10.98,86,14.97,84,11.02,0,0,408,0,"0","0","0","0","0","0","3"
100,0,218.8,148.3,277.8,9.7,1,0,0,125,37.2,102,12.61,97,12.5,6,2.62,408,0,"0","0","0","0","0","0","3"
46,0,122.2,167.2,194.8,9.7,1,0,0,67,20.77,62,14.21,98,8.77,6,2.62,415,0,"0","0","0","0","0","0","6"
127,0,221,160.7,233.1,6.8,2,0,0,100,37.57,113,13.66,96,10.49,4,1.84,415,0,"0","0","0","0","0","0","6"
185,30,154.1,118.7,258.4,12.9,2,1,1,114,26.2,106,10.09,105,11.63,3,3.48,415,0,"0","0","0","0","0","0","3"
70,0,226.7,228.1,73.2,17.6,2,1,0,98,38.54,115,19.39,93,3.29,4,4.75,510,1,"1","1","1","0","1","0","6"
104,0,144.5,180.5,226,17,2,0,0,107,24.57,85,15.34,94,10.17,6,4.59,415,0,"0","0","0","0","0","0","6"
164,27,159.7,168.8,244.1,9.6,3,0,1,102,27.15,113,14.35,127,10.98,9,2.59,510,0,"0","0","0","1","0","0","3"
161,0,156.1,180.3,179.6,11.1,2,1,0,114,26.54,63,15.33,115,8.08,9,3,415,0,"0","0","0","0","0","0","6"
67,0,115.5,252.2,208.9,7.5,0,0,0,70,19.64,143,21.44,91,9.4,6,2.03,415,0,"0","0","0","0","0","0","6"
81,0,173.2,236.2,240.2,11.8,2,0,0,80,29.44,94,20.08,84,10.81,6,3.19,415,0,"0","0","0","0","0","0","6"
71,39,183.2,209.4,172.4,11.9,1,0,1,103,31.14,111,17.8,109,7.76,6,3.21,415,0,"0","0","0","0","0","0","3"
83,0,178.8,167.9,178.9,8.6,3,0,0,102,30.4,84,14.27,65,8.05,4,2.32,415,0,"0","0","0","0","0","0","6"
126,0,190.9,149.7,191.4,13,1,0,0,143,32.45,72,12.72,87,8.61,3,3.51,415,0,"0","0","0","0","0","0","6"
95,32,262.2,165.2,194.3,10.6,0,0,1,123,44.57,82,14.04,57,8.74,5,2.86,408,0,"0","0","0","0","0","0","3"
87,0,177.2,248.9,200.8,8.6,3,0,0,72,30.12,105,21.16,87,9.04,7,2.32,415,0,"0","0","0","0","0","0","6"
94,0,170.1,271.8,110.7,8.7,1,1,0,113,28.92,94,23.1,78,4.98,4,2.35,408,0,"0","0","0","0","0","0","6"
132,0,206.2,211.2,196.2,10.2,1,0,0,100,35.05,118,17.95,122,8.83,6,2.75,408,0,"0","0","0","0","0","0","6"
210,0,104.6,149.5,255.1,6.5,2,0,0,121,17.78,71,12.71,67,11.48,8,1.76,408,0,"0","0","0","0","0","0","3"
106,0,210.6,249.2,191.4,12.4,2,0,0,96,35.8,85,21.18,88,8.61,1,3.35,510,1,"0","0","0","0","0","0","6"
126,0,197.6,246.5,285.3,12.5,2,1,0,126,33.59,112,20.95,104,12.84,8,3.38,408,0,"0","0","0","0","1","0","6"
243,0,95.5,163.7,264.2,6.6,2,0,0,92,16.24,63,13.91,118,11.89,6,1.78,510,0,"0","0","0","0","0","0","3"
106,29,83.6,203.9,229.5,8.1,1,0,1,131,14.21,131,17.33,73,10.33,3,2.19,408,0,"0","0","0","1","0","0","3"
74,35,154.1,123.4,202.1,10.9,2,0,1,104,26.2,84,10.49,57,9.09,9,2.94,415,0,"0","0","0","1","0","0","3"
15,0,141.4,123.9,323.5,8.1,2,1,0,80,24.04,76,10.53,88,14.56,3,2.19,510,0,"0","0","0","0","0","0","3"
73,26,131.2,106.5,221.7,10.2,2,0,1,98,22.3,97,9.05,96,9.98,6,2.75,408,0,"0","0","0","1","0","0","3"
112,0,194.4,190.3,183.4,11.4,0,0,0,101,33.05,82,16.18,107,8.25,2,3.08,510,0,"0","0","0","0","0","0","6"
105,29,220.7,217.7,190.5,13.2,1,1,1,82,37.52,110,18.5,100,8.57,6,3.56,415,1,"1","1","1","0","0","0","3"
120,27,153.5,194,256.5,10.2,5,0,1,84,26.1,73,16.49,94,11.54,7,2.75,510,0,"1","1","1","1","0","0","3"
109,0,154.8,287.7,208.4,5.9,3,0,0,82,26.32,109,24.45,80,9.38,9,1.59,510,0,"0","0","0","0","0","0","6"
142,0,232.1,168.2,197.3,9.9,1,0,0,102,39.46,110,14.3,120,8.88,3,2.67,510,0,"0","0","0","0","0","0","6"
87,0,134.2,165,173.1,10.7,0,1,0,80,22.81,71,14.03,102,7.79,5,2.89,510,0,"0","0","0","0","0","0","6"
120,27,128.5,163.7,242.9,0,1,0,1,115,21.85,91,13.91,121,10.93,0,0,510,0,"0","0","0","1","0","0","3"
80,0,161.1,198.8,228.4,10.6,1,0,0,99,27.39,81,16.9,116,10.28,4,2.86,415,0,"0","0","0","0","0","0","6"
111,0,176.9,102.8,213.7,10.5,4,0,0,128,30.07,56,8.74,84,9.62,2,2.84,510,1,"1","1","0","0","0","0","3"
24,0,156.2,90,205.1,7.3,1,0,0,104,26.55,101,7.65,116,9.23,5,1.97,415,0,"0","0","0","1","0","0","3"
25,0,264.9,281.2,166.1,8.4,1,0,0,80,45.03,66,23.9,80,7.47,4,2.27,408,1,"1","1","1","0","0","0","6"
148,0,153.6,262.1,225.5,9.8,2,0,0,148,26.11,87,22.28,99,10.15,3,2.65,408,0,"0","0","0","0","0","0","6"
51,12,135.8,200.6,192.4,12.3,2,1,1,60,23.09,134,17.05,98,8.66,7,3.32,510,0,"0","0","0","0","0","0","3"
174,0,190.3,252.7,220.6,7.2,2,0,0,98,32.35,70,21.48,97,9.93,9,1.94,415,0,"0","0","0","0","0","0","6"
105,0,150,293.8,250.7,10.3,3,1,0,106,25.5,123,24.97,65,11.28,7,2.78,415,0,"0","0","0","0","1","0","6"
176,23,283.2,162.6,177.7,7.2,1,0,1,130,48.14,74,13.82,104,8,6,1.94,415,0,"0","0","0","0","0","0","3"
120,0,221.3,267.6,111.5,9.3,0,0,0,106,37.62,98,22.75,80,5.02,7,2.51,415,0,"0","0","0","0","0","0","6"
88,0,181.9,151.5,143,7.5,1,0,0,90,30.92,87,12.88,100,6.44,3,2.03,415,0,"0","0","0","0","0","0","6"
163,0,197,202.6,206.4,9.1,1,0,0,109,33.49,128,17.22,80,9.29,10,2.46,408,0,"0","0","0","0","0","0","6"
111,0,214.3,208.5,182.4,12,1,0,0,118,36.43,76,17.72,98,8.21,2,3.24,510,0,"0","0","0","0","0","0","6"
148,0,239.3,195.7,232.6,10.9,1,0,0,84,40.68,85,16.63,104,10.47,3,2.94,510,0,"0","0","0","0","0","0","6"
156,0,123.7,103,189.4,13.1,1,0,0,96,21.03,80,8.76,82,8.52,4,3.54,510,0,"0","0","0","1","0","0","3"
115,0,210.6,153.1,262.2,11,0,0,0,120,35.8,84,13.01,79,11.8,5,2.97,415,0,"0","0","0","0","0","0","3"
130,0,115.6,167.8,141.8,12.6,1,0,0,129,19.65,104,14.26,124,6.38,9,3.4,408,0,"0","0","0","0","0","0","6"
57,0,158.1,115.2,182.4,11.8,0,0,0,117,26.88,149,9.79,92,8.21,7,3.19,415,0,"0","0","0","0","0","0","3"
74,0,177.4,240.3,237.3,12,0,0,0,136,30.16,104,20.43,133,10.68,3,3.24,408,0,"0","0","0","0","0","0","6"
147,0,248.6,148.9,172.5,8,3,0,0,83,42.26,85,12.66,109,7.76,4,2.16,510,0,"0","0","0","0","0","0","6"
70,0,148.4,267.1,151.5,8.9,0,0,0,110,25.23,90,22.7,101,6.82,4,2.4,408,0,"0","0","0","0","0","0","6"
109,0,222.2,218.5,266,10.9,1,0,0,113,37.77,122,18.57,88,11.97,5,2.94,408,0,"0","0","0","0","0","0","6"
78,0,109.5,286.1,247.6,4.9,1,0,0,105,18.62,90,24.32,113,11.14,9,1.32,415,0,"0","0","0","0","0","0","6"
135,22,197.1,259.4,134.7,14.6,2,0,1,113,33.51,95,22.05,135,6.06,5,3.94,415,0,"0","0","0","0","0","0","3"
94,0,252.6,169,170.9,11.1,2,0,0,104,42.94,125,14.37,106,7.69,7,3,415,0,"0","0","0","0","0","0","6"
35,37,181.2,177.6,228,5,2,0,1,76,30.8,98,15.1,136,10.26,3,1.35,510,0,"0","0","0","1","0","0","3"
107,0,146.9,114.3,114.5,11.4,3,0,0,94,24.97,111,9.72,97,5.15,5,3.08,415,0,"0","0","0","0","0","0","6"
83,0,231.3,210.4,217.4,12.4,3,0,0,100,39.32,84,17.88,106,9.78,2,3.35,415,0,"0","0","0","0","0","0","6"
133,0,216.2,222.2,192,3.1,2,0,0,67,36.75,133,18.89,95,8.64,1,0.84,415,0,"0","0","0","0","0","0","6"
140,0,159.1,269.8,220.4,10.3,1,0,0,104,27.05,106,22.93,116,9.92,4,2.78,415,0,"0","0","0","0","0","0","6"
18,0,197,203.7,202,8.7,3,0,0,97,33.49,107,17.31,105,9.09,3,2.35,408,0,"0","0","0","0","0","0","6"
75,0,222.4,327,208,8.7,1,1,0,78,37.81,111,27.8,104,9.36,9,2.35,415,1,"0","0","0","0","1","0","6"
120,0,203.3,259.9,115.9,7.8,3,0,0,108,34.56,66,22.09,103,5.22,2,2.11,415,0,"0","0","0","0","0","0","6"
117,0,119,187.5,189.3,11.5,1,0,0,82,20.23,108,15.94,97,8.52,3,3.11,408,0,"0","0","0","0","0","0","6"
91,0,109.8,189.6,206.7,11.1,1,0,0,100,18.67,104,16.12,85,9.3,3,3,510,0,"0","0","0","0","0","0","6"
115,0,268,153.6,232.3,17,3,0,0,115,45.56,106,13.06,65,10.45,1,4.59,408,0,"0","0","0","0","1","0","3"
101,23,262.2,157,129.1,7.3,1,0,1,101,44.57,80,13.35,100,5.81,14,1.97,408,0,"0","0","0","0","0","0","3"
130,0,154.2,110.2,227.4,9.2,2,0,0,119,26.21,98,9.37,117,10.23,5,2.48,510,0,"0","0","0","0","0","0","3"
173,21,232.4,211.9,273,5,3,0,1,96,39.51,118,18.01,102,12.29,5,1.35,510,0,"0","0","0","0","0","0","3"
59,0,204.3,247.3,214.7,12,1,0,0,65,34.73,123,21.02,94,9.66,4,3.24,415,0,"0","0","0","0","0","0","6"
113,0,207.2,256,211,9.9,1,0,0,113,35.22,80,21.76,87,9.49,1,2.67,510,0,"0","0","0","0","0","0","6"
129,0,198.4,264.7,111.4,9.2,2,0,0,91,33.73,106,22.5,101,5.01,2,2.48,415,0,"0","0","0","0","0","0","6"
95,0,238.1,187.2,190,11.8,4,0,0,65,40.48,98,15.91,115,8.55,4,3.19,408,0,"0","0","0","0","0","0","6"
44,0,143.2,169.8,215.8,7.6,1,0,0,77,24.34,114,14.43,77,9.71,4,2.05,510,0,"0","0","0","0","0","0","6"
139,0,134.4,211.3,193.6,10.2,5,0,0,106,22.85,98,17.96,125,8.71,2,2.75,510,1,"1","1","1","0","0","0","6"
122,34,146.4,89.7,220,15.6,2,0,1,104,24.89,103,7.62,91,9.9,4,4.21,415,0,"0","0","0","1","0","0","3"
63,0,261.8,245,202.1,14.7,0,0,0,69,44.51,135,20.83,94,9.09,4,3.97,510,1,"1","1","1","0","0","0","6"
77,0,169.4,184.9,234.3,2,1,0,0,102,28.8,144,15.72,89,10.54,7,0.54,415,0,"0","0","0","0","0","0","3"
68,0,143.6,134.3,215.6,15.5,2,0,0,80,24.41,65,11.42,84,9.7,5,4.19,510,0,"0","0","0","0","0","0","3"
16,0,205.6,169.5,220.1,10.9,0,0,0,69,34.95,93,14.41,64,9.9,3,2.94,510,0,"0","0","0","0","0","0","6"
81,0,145.4,129.3,186.4,5.2,1,0,0,132,24.72,91,10.99,109,8.39,4,1.4,415,0,"0","0","0","0","0","0","3"
124,0,157.8,203.2,168.7,10,3,1,0,71,26.83,114,17.27,82,7.59,2,2.7,510,1,"1","1","1","0","1","0","6"
126,0,249.8,261.9,166.8,12.7,3,0,0,96,42.47,92,22.26,108,7.51,4,3.43,415,1,"1","0","1","0","0","0","6"
169,0,266.7,158.2,287.7,13.8,3,0,0,105,45.34,88,13.45,111,12.95,3,3.73,408,1,"0","0","1","0","1","0","3"
135,0,201.8,225,204.4,10.3,1,0,0,81,34.31,114,19.13,82,9.2,6,2.78,415,0,"0","0","0","0","0","0","6"
112,36,113.7,157.5,177.6,10,2,0,1,117,19.33,82,13.39,118,7.99,3,2.7,510,0,"0","0","0","1","0","0","3"
140,28,157.1,172.4,184.5,11.1,1,0,1,77,26.71,97,14.65,94,8.3,9,3,510,0,"0","0","0","1","0","0","3"
132,0,214.6,251.7,240.8,13.9,0,0,0,78,36.48,98,21.39,88,10.84,2,3.75,408,0,"0","0","0","0","0","0","6"
77,0,239.2,150,160.8,10.3,5,0,0,114,40.66,115,12.75,81,7.24,2,2.78,415,0,"1","0","0","0","1","0","6"
96,0,150,218.5,212.4,9.8,3,0,0,122,25.5,116,18.57,89,9.56,1,2.65,510,0,"0","0","0","0","0","0","6"
117,0,167.1,177.5,249.4,14.1,2,1,0,86,28.41,87,15.09,132,11.22,7,3.81,408,1,"1","1","1","0","1","0","6"
54,0,210.5,204.5,127.8,8.5,1,0,0,102,35.79,83,17.38,53,5.75,5,2.3,510,0,"0","0","0","0","0","0","6"
112,31,225.2,256.8,249.7,11.5,4,0,1,89,38.28,117,21.83,87,11.24,1,3.11,415,0,"0","0","0","0","0","0","3"
26,0,234.5,216.5,191.6,3.5,3,0,0,109,39.87,129,18.4,94,8.62,6,0.95,415,0,"0","0","0","0","0","0","6"
200,0,128.2,133.2,177.6,11.2,1,0,0,87,21.79,105,11.32,123,7.99,2,3.02,408,0,"0","0","0","0","0","0","6"
48,0,300.4,133.2,197.4,7.2,2,0,0,94,51.07,103,11.32,94,8.88,5,1.94,510,0,"1","0","0","0","0","0","6"
67,0,171.7,110.4,195.4,11.9,2,0,0,80,29.19,81,9.38,111,8.79,4,3.21,415,0,"0","0","0","0","0","0","3"
96,27,261.3,220.9,179.4,11.3,1,0,1,96,44.42,101,18.78,97,8.07,2,3.05,415,0,"0","0","0","0","0","0","3"
53,37,167.3,194.7,236.7,12,2,0,1,99,28.44,99,16.55,112,10.65,9,3.24,510,0,"0","0","0","1","0","0","3"
102,0,174.5,213.7,164.7,10.3,4,0,0,73,29.67,114,18.16,116,7.41,5,2.78,408,0,"0","0","0","0","0","0","6"
100,25,215.9,257.9,180.2,11.6,1,0,1,90,36.7,92,21.92,157,8.11,4,3.13,415,0,"0","0","0","0","0","0","3"
30,0,169.9,225.2,169.7,11.4,1,0,0,144,28.88,118,19.14,93,7.64,7,3.08,415,0,"0","0","0","0","0","0","6"
51,26,236.8,263.4,181.1,11.2,1,0,1,61,40.26,97,22.39,91,8.15,8,3.02,415,0,"0","0","0","0","0","0","3"
72,0,207.8,195.7,184.8,13.1,0,0,0,92,35.33,110,16.63,124,8.32,4,3.54,415,0,"0","0","0","0","0","0","6"
65,0,192,139.5,187.4,5.5,2,0,0,89,32.64,88,11.86,102,8.43,4,1.49,510,0,"0","0","0","0","0","0","6"
127,0,107.9,187,218.5,0,0,0,0,128,18.34,77,15.9,95,9.83,0,0,510,0,"0","0","0","0","0","0","6"
106,0,194.8,213.4,190.8,11.5,0,0,0,133,33.12,73,18.14,92,8.59,7,3.11,510,0,"0","0","0","0","0","0","6"
135,0,190.9,161.4,231.9,8.4,1,0,0,44,32.45,109,13.72,100,10.44,2,2.27,415,0,"0","0","0","0","0","0","6"
174,15,221.8,210.6,221.8,12.4,1,0,1,143,37.71,115,17.9,109,9.98,9,3.35,415,0,"0","0","0","0","0","0","3"
80,0,197.5,206.9,163.6,11.3,1,0,0,114,33.58,119,17.59,109,7.36,4,3.05,415,0,"0","0","0","0","0","0","6"
87,0,58,67.5,185.9,11.5,0,0,0,125,9.86,116,5.74,136,8.37,3,3.11,415,0,"0","0","0","1","0","0","3"
201,21,192,239.1,116.1,15.1,1,0,1,97,32.64,81,20.32,125,5.22,3,4.08,415,0,"0","0","0","0","0","0","3"
112,30,60.6,165.9,132.8,13.3,0,0,1,113,10.3,96,14.1,99,5.98,7,3.59,408,0,"0","0","0","1","0","0","3"
136,21,179.4,181.1,320.7,9.5,2,0,1,88,30.5,97,15.39,120,14.43,4,2.57,415,0,"0","0","0","0","0","0","3"
117,23,198.1,177,180.5,6.8,1,0,1,86,33.68,86,15.05,92,8.12,6,1.84,415,0,"0","0","0","0","0","0","3"
62,0,120.7,307.2,203,13.1,4,0,0,70,20.52,76,26.11,99,9.14,6,3.54,415,0,"1","1","0","0","0","0","6"
192,36,156.2,215.5,279.1,9.9,2,0,1,77,26.55,126,18.32,83,12.56,6,2.67,415,0,"0","0","0","1","0","0","3"
130,0,203.9,191.8,132.5,12.1,3,0,0,63,34.66,93,16.3,125,5.96,4,3.27,510,0,"0","0","0","0","0","0","6"
103,0,246.5,195.5,200.5,11.7,1,0,0,47,41.91,84,16.62,96,9.02,4,3.16,510,0,"0","0","0","0","0","0","6"
112,0,174.3,140.2,215.4,9,4,0,0,123,29.63,124,11.92,89,9.69,6,2.43,415,1,"1","0","0","0","0","0","3"
112,22,181.8,228.1,262.7,9.2,2,0,1,110,30.91,123,19.39,141,11.82,4,2.48,415,0,"0","0","0","0","0","0","3"
190,0,111.9,223,243.2,10,3,1,0,55,19.02,124,18.96,81,10.94,7,2.7,415,0,"0","0","0","0","0","0","6"
78,0,220,179.9,188.2,11.5,0,0,0,95,37.4,121,15.29,109,8.47,5,3.11,408,0,"0","0","0","0","0","0","6"
93,20,187.5,169.8,175.3,12.1,1,1,1,110,31.88,94,14.43,127,7.89,4,3.27,415,0,"0","0","0","0","0","0","3"
108,25,170.7,109.9,165.7,8.7,3,0,1,88,29.02,113,9.34,99,7.46,1,2.35,510,0,"0","0","0","1","0","0","3"
56,0,91.1,179.3,300.7,11.9,2,0,0,90,15.49,115,15.24,89,13.53,8,3.21,408,0,"0","0","0","0","0","0","3"
120,31,153.5,219.1,237.4,11.4,0,0,1,83,26.1,96,18.62,76,10.68,4,3.08,415,0,"0","0","0","0","0","0","3"
116,0,159.4,179.5,167.8,9.7,6,0,0,79,27.1,88,15.26,71,7.55,2,2.62,408,1,"1","1","1","0","0","0","6"
101,28,105.9,231.7,281.3,10.7,1,0,1,132,18,107,19.69,120,12.66,5,2.89,415,0,"0","0","0","1","0","0","3"
109,0,264.7,305,197.4,9.5,1,0,0,69,45,120,25.93,86,8.88,9,2.57,408,1,"1","1","1","0","0","0","6"
74,0,174.1,251.1,257.6,8.3,2,0,0,96,29.6,94,21.34,123,11.59,5,2.24,408,1,"0","0","0","0","0","0","6"
69,0,183.4,237.6,228,9,3,0,0,85,31.18,100,20.2,94,10.26,5,2.43,415,0,"0","0","0","0","0","0","6"
122,22,204.5,139.6,205,8.6,2,0,1,92,34.77,121,11.87,103,9.23,5,2.32,510,0,"0","0","0","0","0","0","3"
81,0,227.4,211.5,258.2,11.9,0,1,0,105,38.66,120,17.98,113,11.62,3,3.21,510,0,"0","0","0","0","1","0","6"
52,0,215.9,217,342.8,5.2,1,0,0,67,36.7,108,18.45,130,15.43,2,1.4,408,0,"0","0","0","0","0","0","3"
99,0,169.2,271.5,170.2,10.6,0,0,0,70,28.76,77,23.08,104,7.66,2,2.86,510,0,"0","0","0","0","0","0","6"
138,0,220.2,88.3,195.3,12.9,0,0,0,89,37.43,125,7.51,79,8.79,5,3.48,510,0,"0","0","0","0","0","0","3"
41,0,143.6,152.4,194.4,8.6,1,0,0,117,24.41,108,12.95,110,8.75,3,2.32,415,0,"0","0","0","0","0","0","6"
125,0,168.6,175.6,243.3,10.9,0,0,0,99,28.66,107,14.93,92,10.95,7,2.94,510,0,"0","0","0","0","0","0","6"
100,0,107.2,86.8,156.2,9.7,1,1,0,98,18.22,122,7.38,117,7.03,4,2.62,510,0,"0","0","0","1","0","0","6"
44,0,308.6,150.8,198.7,7.3,4,0,0,139,52.46,94,12.82,66,8.94,3,1.97,415,1,"1","1","0","0","1","0","6"
105,0,227.4,268.5,143.3,13,1,0,0,121,38.66,89,22.82,82,6.45,4,3.51,510,0,"1","0","0","0","0","0","6"
152,0,161.4,163.6,153.2,11.8,1,0,0,84,27.44,88,13.91,121,6.89,5,3.19,510,0,"0","0","0","0","0","0","6"
48,0,197.7,136.7,244.4,13.2,4,0,0,64,33.61,126,11.62,81,11,5,3.56,415,0,"1","0","0","0","0","0","3"
63,36,199,291.3,197.6,11,1,1,1,110,33.83,111,24.76,92,8.89,6,2.97,415,0,"0","0","0","0","0","0","3"
90,0,102,113.3,188.6,11.4,2,0,0,118,17.34,134,9.63,105,8.49,3,3.08,415,0,"0","0","0","1","0","0","3"
142,0,145.4,209.1,214,10.9,1,0,0,93,24.72,98,17.77,96,9.63,1,2.94,415,0,"0","0","0","0","0","0","6"
131,23,170.8,236.7,294.5,12.7,1,0,1,145,29.04,93,20.12,100,13.25,1,3.43,415,0,"0","0","0","0","0","0","3"
3,0,161,244.9,180.8,7.7,1,1,0,96,27.37,82,20.82,103,8.14,6,2.08,510,0,"0","0","0","0","0","0","6"
102,0,224.2,243.3,147.8,12,3,1,0,81,38.11,90,20.68,66,6.65,8,3.24,510,0,"0","0","0","0","1","0","6"
84,42,214.3,188.2,333.5,11.3,0,0,1,112,36.43,107,16,117,15.01,10,3.05,415,0,"0","0","0","0","0","0","3"
126,23,114.3,190.3,240.4,12.6,3,0,1,102,19.43,103,16.18,111,10.82,7,3.4,415,0,"0","0","0","0","0","0","3"
115,0,286.4,205.7,191.4,6.9,1,0,0,125,48.69,74,17.48,141,8.61,6,1.86,415,1,"1","1","1","0","0","0","6"
129,0,101.4,249.1,157.6,7.1,1,0,0,145,17.24,116,21.17,107,7.09,6,1.92,408,0,"0","0","0","0","0","0","6"
